post_id,title,cluster,existing_checklists,needs_checklist,checklist_type_recommended,checklist_template,priority
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,Cat Care,0,Yes,Safety Guide,[ ] Identify and remove toxic plants/foods from access | [ ] Secure medications and cleaning products | [ ] Check for small choking hazards | [ ] Verify fence/enclosure integrity | [ ] Save emergency vet number in phone | [ ] Prepare pet first-aid kit | [ ] Know nearest 24-hour emergency vet location | [ ] Review signs that require immediate vet visit,HIGH
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,Cat Care,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,Cat Care,0,Yes,Training Checklist,[ ] Start with one command at a time | [ ] Keep training sessions under 10 minutes | [ ] Use high-value treats for reinforcement | [ ] Practice in low-distraction environment first | [ ] Add distractions gradually as skill improves | [ ] Be consistent with command words and signals | [ ] End every session on a positive note | [ ] Track progress weekly — note improvements and setbacks,HIGH
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,Cat Care,0,Yes,Travel Checklist,"[ ] Update microchip information | [ ] Get health certificate from vet (if required) | [ ] Pack sufficient food, water, medications | [ ] Bring familiar comfort item (toy, blanket) | [ ] Research pet-friendly accommodations | [ ] Prepare carrier with proper ventilation | [ ] Plan rest stops every 2-3 hours for walks | [ ] Bring copies of vaccination records",HIGH
5512,Dog Behaviour Explained: Understanding Your Dog’s Body Language and Actions,Dog Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5512,Dog Behaviour Explained: Understanding Your Dog’s Body Language and Actions,Dog Care,0,Yes,Safety Guide,[ ] Identify and remove toxic plants/foods from access | [ ] Secure medications and cleaning products | [ ] Check for small choking hazards | [ ] Verify fence/enclosure integrity | [ ] Save emergency vet number in phone | [ ] Prepare pet first-aid kit | [ ] Know nearest 24-hour emergency vet location | [ ] Review signs that require immediate vet visit,HIGH
5512,Dog Behaviour Explained: Understanding Your Dog’s Body Language and Actions,Dog Care,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5512,Dog Behaviour Explained: Understanding Your Dog’s Body Language and Actions,Dog Care,0,Yes,Training Checklist,[ ] Start with one command at a time | [ ] Keep training sessions under 10 minutes | [ ] Use high-value treats for reinforcement | [ ] Practice in low-distraction environment first | [ ] Add distractions gradually as skill improves | [ ] Be consistent with command words and signals | [ ] End every session on a positive note | [ ] Track progress weekly — note improvements and setbacks,HIGH
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",Cat Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",Cat Care,0,Yes,Training Checklist,[ ] Start with one command at a time | [ ] Keep training sessions under 10 minutes | [ ] Use high-value treats for reinforcement | [ ] Practice in low-distraction environment first | [ ] Add distractions gradually as skill improves | [ ] Be consistent with command words and signals | [ ] End every session on a positive note | [ ] Track progress weekly — note improvements and setbacks,HIGH
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,Dog Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,Dog Care,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",Pet Products & Gear,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",Pet Products & Gear,0,Yes,Setup Guide,"[ ] Gather all required supplies before starting | [ ] Pet-proof the designated area | [ ] Set up feeding station (bowl, water, food) | [ ] Prepare sleeping/resting area | [ ] Install safety barriers if needed | [ ] Schedule first vet visit within 48 hours | [ ] Introduce to household members gradually | [ ] Establish immediate routine (feeding times, potty schedule)",HIGH
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",Pet Products & Gear,0,Yes,Safety Guide,[ ] Identify and remove toxic plants/foods from access | [ ] Secure medications and cleaning products | [ ] Check for small choking hazards | [ ] Verify fence/enclosure integrity | [ ] Save emergency vet number in phone | [ ] Prepare pet first-aid kit | [ ] Know nearest 24-hour emergency vet location | [ ] Review signs that require immediate vet visit,HIGH
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",Pet Products & Gear,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,Dog Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,Dog Care,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,Dog Care,0,Yes,Training Checklist,[ ] Start with one command at a time | [ ] Keep training sessions under 10 minutes | [ ] Use high-value treats for reinforcement | [ ] Practice in low-distraction environment first | [ ] Add distractions gradually as skill improves | [ ] Be consistent with command words and signals | [ ] End every session on a positive note | [ ] Track progress weekly — note improvements and setbacks,HIGH
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,Pet Products & Gear,3,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,LOW
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,Pet Products & Gear,3,Yes,Safety Guide,[ ] Identify and remove toxic plants/foods from access | [ ] Secure medications and cleaning products | [ ] Check for small choking hazards | [ ] Verify fence/enclosure integrity | [ ] Save emergency vet number in phone | [ ] Prepare pet first-aid kit | [ ] Know nearest 24-hour emergency vet location | [ ] Review signs that require immediate vet visit,LOW
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,Pet Products & Gear,3,Yes,Care Routine,"[ ] Daily: Fresh water and measured food portions | [ ] Daily: Exercise/play session (minimum 20 min) | [ ] Daily: Quick health visual check (eyes, ears, nose) | [ ] Weekly: Brush coat / clean enclosure thoroughly | [ ] Weekly: Check teeth and gums | [ ] Monthly: Parasite prevention treatment | [ ] Monthly: Nail trim check | [ ] Quarterly: Weight check and diet adjustment | [ ] Annually: Full vet checkup + vaccinations",LOW
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",Dog Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",Dog Care,0,Yes,Health Checklist,"[ ] Monitor eating and drinking habits daily | [ ] Watch for changes in energy level or behavior | [ ] Check for lumps, bumps, or skin changes weekly | [ ] Monitor stool consistency and frequency | [ ] Track weight monthly (sudden changes = vet visit) | [ ] Note any limping, stiffness, or mobility changes | [ ] Check eyes for discharge, redness, cloudiness | [ ] Review vaccination schedule — up to date?",HIGH
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",Dog Care,0,Yes,Travel Checklist,"[ ] Update microchip information | [ ] Get health certificate from vet (if required) | [ ] Pack sufficient food, water, medications | [ ] Bring familiar comfort item (toy, blanket) | [ ] Research pet-friendly accommodations | [ ] Prepare carrier with proper ventilation | [ ] Plan rest stops every 2-3 hours for walks | [ ] Bring copies of vaccination records",HIGH
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,Dog Care,0,Yes,Buying Guide,[ ] Research breed/species-specific requirements | [ ] Set budget range (product + ongoing costs) | [ ] Compare at least 3 options/brands | [ ] Check ingredient list / material quality | [ ] Read verified user reviews (min 50+) | [ ] Verify size/fit for your specific pet | [ ] Check return policy and warranty | [ ] Confirm compatibility with existing setup,HIGH
